Code produit Fournisseur;EAN;Désignation du produit (NOM COMMERCIAL); Désignation Latine; Libellé Bon de livraison; Descriptif du produit; Durée garantie; Catégorie Arborescence Internet;Slogan;Qualité livrée;Couleur;Marque;Nombre de pièces par paquet;Hauteur adulte;Les plus du produit (1);Les plus du produit (2);Les plus du produit (3);Image_principale;Image secondaire 1;Image secondaire 2;Image secondaire 3;Image secondaire 4;Image secondaire 5;Vidéo Lien youtube;Fiche PDF;Période de plantation;Période de floraison;Période de semis;Période de récolte;Période de livraison;Type de sol;Exposition;Type utilisation;Type de Livraison
1103;;Cyprès de Provence  Stricta ;;Cupressus sempervirens  Stricta  C18l;Le Cyprès de Provence est caractéristique à sa silhouette érigée en forme de colonne compacte. Les rameaux érigés sont présents sur le tronc, de bas en haut. Il peut atteindre 15 m de haut. Son feuillage fin de couleur vert foncé est en forme d'écaille. Il donne des fruits, des cônes arrondis de couleur verte puis grise. Privilégiez un lieu à l abri des vents violents. Il supporte des températures avoisinant les -16°C/+. Plantez-le de préférence dans un sol drainant. Chaque année, réalisez une taille pour former le Cyprès en colonne et pour éventuellement limiter sa croissance en hauteur. ;1 an;560;Le roi des conifères;En pot de 18 litres   H. 175/200 cm;Vert;;1;15 m;Une silhouette élégante;;;;MAA-cupressus_sempervirens_stricta.JPG;MAA-;;;;;;;03-04;;;;;1;13;6-7-10;00-Depart Fournisseur
1094;;Cyprès de Provence  Stricta ;;Cupressus sempervirens  Stricta  C25l;Le Cyprès de Provence est caractéristique à sa silhouette érigée en forme de colonne compacte. Les rameaux érigés sont présents sur le tronc, de bas en haut. Il peut atteindre 15 m de haut. Son feuillage fin de couleur vert foncé est en forme d'écaille. Il donne des fruits, des cônes arrondis de couleur verte puis grise. Privilégiez un lieu à l abri des vents violents. Il supporte des températures avoisinant les -16°C/+. Plantez-le de préférence dans un sol drainant. Chaque année, réalisez une taille pour former le Cyprès en colonne et pour éventuellement limiter sa croissance en hauteur. ;1 an;560;Le roi des conifères;En pot de 25 litres  H. 200/250 cm;Vert;;1;15 m;Une silhouette élégante;;;;MAA-cupressus_sempervirens_stricta.JPG;MAA-;;;;;;;03-04;;;;;1;13;6-7-10;00-Depart Fournisseur
2292;;Erable palmatum dissectum Atropurpureum;;Acer palmatum 'Atropurpureum'   C4.5l;L'Erable du Japon fait partie des arbres les plus magnifiques en automne en raison de sa silhouette séduisante, ses branches arquées et ses feuilles merveilleuses. Il orne parfaitement bien les jardins. Dans les jardins sur le thème zen, il s'agit de la plante essentielle. Il peut s'élever jusqu'à 1.50  m sur une largeur de 2 m maximum. Les feuilles fines sont rouges, pourpre et à partir de l'automne, elles deviennent d'un rouge flamboyant.  L Erable a une attirance pour un milieu acide lors de la plantation.;1 an;240;Superbe feuillage pourpre !;En pot de 4.5 litres;Rose;;1;1.50 m;Un feuillage automnale rouge.;;;;MAA-acer_palmatum_dissectum_atropurpureum.JPG;MAA-acer_palmatum_dissectum_atropurpureum_1.JPG;;;;;;;;;;;;1;14-15;7-8-9-10;00-Depart Fournisseur
3590;;Erable palmatum dissectum 'Viride';;Acer palmatum dissectum 'Viride' C4.5l;L'Erable du Japon est magnifique en automne en raison de sa silhouette séduisante et ses feuilles merveilleuses. Il orne parfaitement bien les jardins. Dans les jardins zen, il s'agit de la plante essentielle. Il peut s'élever jusqu'à 1.50  m sur une largeur de 2 m et +. La silhouette de l'Acer palmatum dissectum 'Viride' en coussin et son feuillage beaucoup plus découpé le rend différent de ses congénères. Les feuilles sont vert clair et à l'automne, elles deviennent d'un rouge flamboyant. L Erable a une attirance pour un milieu acide lors de la plantation.;1 an;240;Feuillage très découpé !;En pot de 4.5 litres;Vert;;1;1.50 m;Un port séduisant;Feuillage rouge flamboyant déc;;;MAA-acer_palmatum_dissectum_viride.JPG;MAA-acer_palmatum_dissectum_viride_1.JPG;;;;;;;;;;;;1;13-14-15;7-8;00-Depart Fournisseur
7403-B7L;;Agapanthe ombellatus 'Alba';;Agapanthus ombellatus 'Alba' C 6l décor;L'Agapanthe est remarquable pour ses fleurs nombreuses de couleur blanche regroupées en ombelle sur une tige haute.  Cette vivace, à ses feuilles érigées de couleur verte, elles forment une touffe de laquelle sorte les tiges. L'Agapanthe peut s'élever jusqu'à 1 m et s'étaler sur 0.60 m. Elle supporte des températures avoisinant les -8 °C/+. A la plantation, privilégiez un sol de préférence frais. Pour conserver votre Agapanthe durant l'hiver, vous avez la possibilité de placer un paillage à la base et un voile d'hivernage. Lorsque les fleurs sont fanées supprimez la tige florale. ;1 an;1461;Grande inflorescence d un blanc pur;En pot de 6 litres Décor           ;Blanc;;1;1 m;Nombreuses fleurs;;;;MAA-agapanthus_ombellatus_alba.jpg;MAA-;;;;;;;03-04;06-07-08-09;;;;1;13;7-8-9-10;00-Depart Fournisseur
4581;;Cyprès de Provence  Totem ;;Cupressus sempervirens  Totem  C10l;Le Cyprès de Provence est caractéristique à sa silhouette érigée en forme de colonne compacte. Le feuillage fin en forme d'écaille, brillant est de couleur verte. Les rameaux fins et érigés sont présents sur le tronc, de bas en haut. Il atteint 8 m et plus. Il faut savoir que ce Cyprès ne donnera pas de fruits car il est stérile. Le Cupressus sempervirens  Totem  est différent du  Stricta  par son port plus compact et une croissance plus lente. Privilégiez un lieu à l'abri des vents violents. Il résiste jusqu à -15°C. Il sera plus sensible durant l hiver s il est planté sous un climat humide. ;1 an;560;Elégant et très élancé;En pot de 10 litres   H. 100/125 cm;Vert;;1;8 m /+;Une silhouette élégante;;;;MAA-cupressus_sempervirens_totem.JPG;MAA-cupressus_sempervirens_totem_C10l.jpg;;;;;;;03-04;;;;;1;13-14;7-8-10;00-Depart Fournisseur
2336;;Cyprès de Provence  Totem ;;Cupressus sempervirens  Totem  C15l;Le Cyprès de Provence est caractéristique à sa silhouette érigée en forme de colonne compacte. Le feuillage fin en forme d'écaille, brillant est de couleur verte. Les rameaux fins et érigés sont présents sur le tronc, de bas en haut. Il atteint 8 m et plus. Il faut savoir que ce Cyprès ne donnera pas de fruits car il est stérile. Le Cupressus sempervirens  Totem  est différent du  Stricta  par son port plus compact et une croissance plus lente. Privilégiez un lieu à l'abri des vents violents. Il résiste jusqu à -15°C. Il sera plus sensible durant l hiver s il est planté sous un climat humide. ;1 an;560;Elégant et très élancé;En pot de 15 litres   H. 125/150 cm;Vert;;1;8 m /+;Une silhouette élégante;;;;MAA-cupressus_sempervirens_totem.JPG;MAA-;;;;;;;03-04;;;;;1;13-14;7-8-10;00-Depart Fournisseur
2969;;Cyprès de Provence  Totem ;;Cupressus sempervirens  Totem  C20l;Le Cyprès de Provence est caractéristique à sa silhouette érigée en forme de colonne compacte. Le feuillage fin en forme d'écaille, brillant est de couleur verte. Les rameaux fins et érigés sont présents sur le tronc, de bas en haut. Il atteint 8 m et plus. Il faut savoir que ce Cyprès ne donnera pas de fruits car il est stérile. Le Cupressus sempervirens  Totem  est différent du  Stricta  par son port plus compact et une croissance plus lente. Privilégiez un lieu à l'abri des vents violents. Il résiste jusqu à -15°C. Il sera plus sensible durant l hiver s il est planté sous un climat humide. ;1 an;560;Elégant et très élancé;En pot de 20 litres   H. 175/200 cm;Vert;;1;8 m /+;Une silhouette élégante;;;;MAA-cupressus_sempervirens_totem.JPG;MAA-;;;;;;;03-04;;;;;1;13-14;7-8-10;00-Depart Fournisseur
8829;;Cycas revoluta;;Cycas revoluta C3-4l;Le Cycas est une plante dont le stipe est érigé puis se courbe avec le temps. Il peut atteindre 2m/+ . Son feuillage est long, courbé et présenté sous forme de rosette. Les feuilles sont  vertes et peuvent faire jusqu'à 1.50 m. C  est une plante à croissance  lente. A la plantation privilégiez un sol drainant. Il supporte des températures proches de -10°C. Il est sensible à la cochenille. L'hiver protégez votre Cycas avec un voile d'hivernage et un paillage au pied. Si il est planté en pot, il peut être rentré dans une véranda ou une pièce froide éclairée durant l hiver. ;1 an;400;Pour égayer votre terrasse;En pot de 3-4 litres;Vert;;1;2 m/+;;;;;MAA-cycas_revoluta.JPG;MAA-;;;;;;;;;;;;1;13-14;7-8-10;00-Depart Fournisseur
3597-BE3L;;Agapanthe ombellatus (Bleu);;Agapanthus ombellatus (Bleu) C3l;L'Agapanthe est remarquable pour ses fleurs nombreuses de couleur bleue regroupées en ombelle sur une tige haute. Cette vivace, à ses feuilles érigées de couleur verte, elles forment une touffe de laquelle sorte les tiges. L'Agapanthe peut s'élever de 0.60 à 1.20 m et s'étaler sur 0.60 m. Elle supporte des températures avoisinant les -8 °C/+. A la plantation, privilégiez un sol de préférence frais. Pour conserver votre Agapanthe durant l'hiver, vous avez la possibilité de placer un paillage à la base et un voile d'hivernage. Lorsque les fleurs sont fanées supprimez la tige florale. ;1 an;1461;Superbe fleur à couper !;En pot de 3 litres             ;Bleu;;1;0.60 à 1.20 m;Nombreuses fleurs;;;;MAA-agapanthe_bleu.jpg;MAA-;;;;;;;03-04;06-07-08-09;;;;1;13;7-8-9-10;00-Depart Fournisseur
3597-B3L;;Agapanthe ombellatus 'Alba';;Agapanthus ombellatus 'Alba  C 3l;L'Agapanthe est remarquable pour ses fleurs nombreuses de couleur blanche regroupées en ombelle sur une tige haute.  Cette vivace, à ses feuilles érigées de couleur verte, elles forment une touffe de laquelle sorte les tiges. L'Agapanthe peut s'élever jusqu'à 1 m et s'étaler sur 0.60 m. Elle supporte des températures avoisinant les -8 °C/+. A la plantation, privilégiez un sol de préférence frais. Pour conserver votre Agapanthe durant l'hiver, vous avez la possibilité de placer un paillage à la base et un voile d'hivernage. Lorsque les fleurs sont fanées supprimez la tige florale. ;1 an;1461;Grande inflorescence d un blanc pur;En pot de 3 litres             ;Blanc;;1;1 m;Nombreuses fleurs;;;;MAA-agapanthus_ombellatus_alba.jpg;MAA-;;;;;;;03-04;06-07-08-09;;;;1;13;7-8-9-10;00-Depart Fournisseur
7403-BE7L;;Agapanthe ombellatus (Bleu);;Agapanthus ombellatus (Bleu) C6l décor;L'Agapanthe est remarquable pour ses fleurs nombreuses de couleur bleue regroupées en ombelle sur une tige haute. Cette vivaces aux feuilles érigées sont verte, elles forment une touffe de laquelle sorte les tiges. L'Agapanthe peut s'élever de 0.60 à 1.20 m et s'étaler sur 0.60 m. Elle supporte des températures avoisinant les -8°C/+. A la plantation, privilégiez un sol de préférence frais. Pour conserver votre Agapanthe durant l'hiver, vous avez la possibilité de placer un paillage à la base et un voile d'hivernage. Lorsque les fleurs sont fanées supprimez la tige florale. ;1 an;1461;Superbe fleur à couper !;En pot de 6 litres Décor            ;Bleu;;1;0.60 à 1.20 m;Nombreuses fleurs;;;;MAA-agapanthe_bleu.jpg;MAA-;;;;;;;03-04;06-07-08-09;;;;1;13;7-8-9-10;00-Depart Fournisseur
3100;;Agave americana;;Agave americana C3l;L'Agave d'Amérique est une plante succulente aux feuilles vertes voire grises. Elles sont grosses, rigides, charnues et se terminent par une pointe piquante. Au bout de plusieurs années, elles donneront des fleurs de couleur jaune clair à l'extrémité de tige élevée. Elle peut atteindre 1.50 m /+ de haut et d'envergure. Elle a développé une bonne résistance pour la plantation en bord de mer.Elle supporte des températures proches de -10°C/+.Privilégiez un sol de préférence drainant.Pour la culture de l'Agave en pot évitez les excès d'eau qui risquent de provoquer la pourriture de la plante.   ;1 an;420;Joli feuillage argenté et rustique;En pot de 3 litres             ;Jaune;;1;1.50 m/+;;;;;MAA-agave_americana.JPG;MAA-;;;;;;;03-04;06-07-08;;;;1;13;9-10;00-Depart Fournisseur
1092;;Cyprès de Provence  Totem ;;Cupressus sempervirens  Totem  C20l;Le Cyprès de Provence est caractéristique à sa silhouette érigée en forme de colonne compacte. Le feuillage fin en forme d'écaille, brillant est de couleur verte. Les rameaux fins et érigés sont présents sur le tronc, de bas en haut. Il atteint 8 m et plus. Il faut savoir que ce Cyprès ne donnera pas de fruits car il est stérile. Le Cupressus sempervirens  Totem  est différent du  Stricta  par son port plus compact et une croissance plus lente. Privilégiez un lieu à l'abri des vents violents. Il résiste jusqu à -15°C. Il sera plus sensible durant l hiver s il est planté sous un climat humide. ;1 an;560;Elégant et très élancé;En pot de 20 litres   H. 150/175 cm;Vert;;1;8 m /+;Une silhouette élégante;;;;MAA-cupressus_sempervirens_totem.JPG;MAA-;;;;;;;03-04;;;;;1;13-14;7-8-10;00-Depart Fournisseur
5342;;Cycas revoluta;;Cycas revoluta C7l;Le Cycas est une plante dont le stipe est érigé puis se courbe avec le temps. Il peut atteindre 2m/+ . Son feuillage est long, courbé et présenté sous forme de rosette. Les feuilles sont  vertes et peuvent faire jusqu'à 1.50 m. C  est une plante à croissance  lente. A la plantation privilégiez un sol drainant. Il supporte des températures proches de -10°C. Il est sensible à la cochenille. L'hiver protégez votre Cycas avec un voile d'hivernage et un paillage au pied. Si il est planté en pot, il peut être rentré dans une véranda ou une pièce froide éclairée durant l hiver. ;1 an;400;Pour égayer votre terrasse;En pot de 7 litres;Vert;;1;2 m/+;;;;;MAA-cycas_revoluta.JPG;MAA-;;;;;;;;;;;;1;13-14;7-8-10;00-Depart Fournisseur
8515;;Dasylirion glaucophyllum;;Dasylirion glaucophyllum C4l;Le Dasylirion est un arbuste proche du Yucca par ses feuilles. Son tronc court et robuste porte les feuilles. Son feuillage est long, fin et piquant, les feuilles possèdent des aiguilles sur le bord. Elles se terminent par une touffe bleue d'aspect fibreuse. Il peut atteindre 2 m de haut et s'étaler sur 3 m. Lors de la plantation, privilégiez un sol drainant et un lieu à l'abri du vent. Il supporte des températures proches de -12°C mais durant l'hiver, il peut être recouvert avec un voile d'hivernage. Si il est planté en pot, il peut être rentré dans une véranda ou une pièce froide éclairée. ;1 an;420;Pour égayer votre terrasse;En pot de 4 litres;Vert;;1;2 m;;;;;MAA-dasylirion_glaucophyllum.JPG;MAA-dasylirion_1.JPG;;;;;;;03-04;;;;;1;13;7-10;00-Depart Fournisseur
4451;;Dasylirion glaucophyllum;;Dasylirion glaucophyllum C8l;Le Dasylirion est un arbuste proche du Yucca par ses feuilles. Son tronc court et robuste porte les feuilles. Son feuillage est long, fin et piquant, les feuilles possèdent des aiguilles sur le bord. Elles se terminent par une touffe bleue d'aspect fibreuse. Il peut atteindre 2 m de haut et s'étaler sur 3 m. Lors de la plantation, privilégiez un sol drainant et un lieu à l'abri du vent. Il supporte des températures proches de -12°C mais durant l'hiver, il peut être recouvert avec un voile d'hivernage. Si il est planté en pot, il peut être rentré dans une véranda ou une pièce froide éclairée. ;1 an;420;Pour égayer votre terrasse;En pot de 8 litres;Vert;;1;2 m;;;;;MAA-dasylirion_glaucophyllum.JPG;MAA-dasylirion_1.JPG;;;;;;;03-04;;;;;1;13;7-10;00-Depart Fournisseur
150;;Agave americana;;Agave americana C7l décor;L'Agave d'Amérique est une plante succulente aux feuilles vertes voire grises. Elles sont grosses, rigides, charnues et se terminent par une pointe piquante. Au bout de plusieurs années, elles donneront des fleurs de couleur jaune clair à l'extrémité de tige élevée. Elle peut atteindre 1.50 m /+ de haut et d'envergure. Elle a développé une bonne résistance pour la plantation en bord de mer.Elle supporte des températures proches de -10°C/+.Privilégiez un sol de préférence drainant.Pour la culture de l'Agave en pot évitez les excès d'eau qui risquent de provoquer la pourriture de la plante.   ;1 an;420;Joli feuillage argenté et rustique;En pot de 7 litres  Décor             ;Jaune;;1;1.50 m/+;;;;;MAA-agave_americana.JPG;MAA-agave_americana_C7l.jpg;;;;;;;03-04;06-07-08;;;;1;13;9-10;00-Depart Fournisseur
7029;;Agave americana;;Agave americana C13l;L'Agave d'Amérique est une plante succulente aux feuilles vertes voire grises. Elles sont grosses, rigides, charnues et se terminent par une pointe piquante. Au bout de plusieurs années, elles donneront des fleurs de couleur jaune clair à l'extrémité de tige élevée. Elle peut atteindre 1.50 m /+ de haut et d'envergure. Elle a développé une bonne résistance pour la plantation en bord de mer.Elle supporte des températures proches de -10°C/+.Privilégiez un sol de préférence drainant.Pour la culture de l'Agave en pot évitez les excès d'eau qui risquent de provoquer la pourriture de la plante.   ;1 an;420;Joli feuillage argenté et rustique;En pot de 13 litres             ;Jaune;;1;1.50 m/+;;;;;MAA-agave_americana.JPG;MAA-agave_americana_C12l.jpg;;;;;;;03-04;06-07-08;;;;1;13;9-10;00-Depart Fournisseur
5212;;Agave americana  Variegata ;;Agave americana  Variegata  C13l;Cette Agave se différencie des autres avec ses feuilles  panachées vertes et sur le bord une bande jaune. Elles sont grosses, rigides, charnues et se terminent par une pointe piquante. Au bout de plusieurs années, elles donneront des fleurs de couleur jaune clair. Elle peut atteindre 1.50 m/+ de haut et d envergure. Elle a développé une bonne résistance pour la plantation en bord de mer. Elle supporte des températures proches de -10°C/+. Privilégiez un sol de préférence drainant. Pour la culture de l'Agave en pot évitez les excès d'eau qui risquent de provoquer la pourriture de la plante. ;1 an;420;Joli feuillage panaché et rustique;En pot de 13 litres             ;Jaune;;1;1.50 m/+;;;;;MAA-agave_americana_variegata.jpg;MAA-agave_americana_variegata_C12l.jpg;;;;;;;03-04;06-07-08;;;;1;13;9-10;00-Depart Fournisseur
